QUOTE_READTIME,VIX,OVX,WLEMUINDXD,USEPUINDXD,GSCPI,STLFSI3,USD_Index,INF,INFECTDISEMVTRACKD
4/24/2019,13.14,25.280001,63.16,60.14,0.2,-0.7249,98.099998,4.01126,45.75
4/25/2019,13.25,25.57,40.07,76.31,0.2,-0.7249,98.199997,4.01126,45.75
4/26/2019,12.73,31.24,18.76,67.89,0.2,-0.5213,98.010002,4.01126,45.75
4/29/2019,13.11,29.040001,28.45,97.53,0.2,-0.5213,97.860001,4.01126,45.75
4/30/2019,13.12,29.309999,31.23,75.34,0.03,-0.5213,97.480003,4.01126,45.75
5/1/2019,14.8,29.41,82.22,112.75,0.03,-0.5213,97.690002,3.6255,45.75
5/2/2019,14.42,30.49,17.62,30.2,0.03,-0.5213,97.830002,3.6255,45.75
5/3/2019,12.87,29.879999,47.29,57.65,0.03,-0.5596,97.519997,3.6255,45.75
5/6/2019,15.44,30.91,173.8,93.78,0.03,-0.5596,97.519997,3.6255,45.75
5/7/2019,19.32,34.07,135.4,111.09,0.03,-0.5596,97.629997,3.6255,45.75
5/8/2019,19.4,32.23,155.19,101.81,0.03,-0.5596,97.620003,3.6255,45.75
5/9/2019,19.1,32.48,79.69,67.46,0.03,-0.5596,97.370003,3.6255,45.75
5/10/2019,16.04,32.799999,75.69,108.12,0.03,-0.208,97.330002,3.6255,45.75
5/13/2019,20.55,34.599998,146.16,94.65,0.03,-0.208,97.32,3.6255,45.75
5/14/2019,18.06,32.130001,171.61,126.65,0.03,-0.208,97.529999,3.6255,45.75
5/15/2019,16.44,29.26,164.98,132.3,0.03,-0.208,97.57,3.6255,45.75
5/16/2019,15.29,29.42,72.19,94.72,0.03,-0.208,97.839996,3.6255,9.555
5/17/2019,15.96,29.440001,77.38,117.89,0.03,-0.1326,98,3.6255,46.17
5/20/2019,16.31,27.629999,73.41,95.08,0.03,-0.1326,97.93,3.6255,25.725
5/21/2019,14.95,26.93,32.29,73.8,0.03,-0.1326,98.059998,3.6255,39.015
5/22/2019,14.75,28.190001,34.9,69.8,0.03,-0.1326,98.110001,3.6255,60.615
5/23/2019,16.92,33.790001,8.88,71.04,0.03,-0.1326,97.849998,3.6255,36.795
5/24/2019,15.85,33.189999,59.79,144.24,0.03,-0.2595,97.610001,3.6255,34.545
5/28/2019,17.5,34.360001,12.16,69.48,0.03,-0.2595,97.959999,3.6255,38.205
5/29/2019,17.9,36.43,18.25,55.62,0.03,-0.2595,98.139999,3.6255,29.715
5/30/2019,17.3,39.619999,17.79,50.84,0.03,-0.2595,98.139999,3.6255,37.785
5/31/2019,18.71,46.91,39.63,94.35,-0.65,0.1205,97.75,3.6255,78.69
6/3/2019,18.86,46.779999,13.66,72.86,-0.65,0.1205,97.139999,3.37928,102.03
6/4/2019,16.97,43.459999,45.03,120.06,-0.65,0.1205,97.07,3.37928,56.535
6/5/2019,16.09,45.189999,55.26,217.51,-0.65,0.1205,97.370003,3.37928,51.375
6/6/2019,15.93,40.66,83.26,137.43,-0.65,0.1205,97.029999,3.37928,76.365
6/7/2019,16.3,38.75,62.55,242.25,-0.65,0.1259,96.610001,3.37928,84.69
6/10/2019,15.94,39.119999,47.28,162.1,-0.65,0.1259,96.760002,3.37928,81.705
6/11/2019,15.99,38.689999,23.58,130.24,-0.65,0.1259,96.690002,3.37928,71.925
6/12/2019,15.91,43.060001,323.09,116.03,-0.65,0.1259,97,3.37928,84.975
6/13/2019,15.82,41.560001,59.64,143.87,-0.65,0.1259,97.010002,3.37928,83.565
6/14/2019,15.28,42.889999,108.81,145.07,-0.65,-0.0993,97.57,3.37928,102.555
6/17/2019,15.35,46.150002,30.81,82.16,-0.65,-0.0993,97.559998,3.37928,79.92
6/18/2019,15.15,43.43,113.01,146.35,-0.65,-0.0993,97.639999,3.37928,82.56
6/19/2019,14.33,40.790001,9.3,77.89,-0.65,-0.0993,97.120003,3.37928,81.63
6/20/2019,14.75,41.66,18.56,116.67,-0.65,-0.0993,96.629997,3.37928,58.83
6/21/2019,15.4,42.130001,74.73,178.92,-0.65,0.117,96.220001,3.37928,45.75
6/24/2019,15.26,41,60.88,92.75,-0.65,0.117,95.980003,3.37928,45.75
6/25/2019,16.28,40.259998,34.37,74.19,-0.65,0.117,96.160004,3.37928,45.75
6/26/2019,16.21,38.450001,118.63,142.51,-0.65,0.117,96.209999,3.37928,45.75
6/27/2019,15.82,37.84,102.81,64.08,-0.65,0.117,96.190002,3.37928,45.75
6/28/2019,15.08,39.459999,72.11,129.48,-0.65,0.1681,96.129997,3.37928,45.75
7/1/2019,14.06,35.919998,73.94,174.62,-0.48,0.1681,96.839996,3.64232,45.75
7/2/2019,12.93,37.77,34.4,144.12,-0.48,0.1681,96.730003,3.64232,45.75
7/3/2019,12.57,36.720001,39,126.27,-0.48,0.1681,96.769997,3.64232,45.75
7/5/2019,13.28,34.700001,35.85,72.83,-0.48,-0.1093,97.25,3.64232,45.75
7/8/2019,13.96,34,31.53,72.06,-0.48,-0.1093,97.379997,3.64232,45.75
7/9/2019,14.09,30.299999,23.42,40.14,-0.48,-0.1093,97.489998,3.64232,45.75
7/10/2019,13.03,30.76,17.11,45.62,-0.48,-0.1093,97.099998,3.64232,45.75
7/11/2019,12.93,29.860001,136.3,103.84,-0.48,-0.1093,97.050003,3.64232,45.75
7/12/2019,12.39,30.389999,10.57,72.49,-0.48,-0.106,96.809998,3.64232,45.75
7/15/2019,12.68,30.83,63.17,72.19,-0.48,-0.106,96.93,3.64232,45.75
7/16/2019,12.86,32.060001,70.11,53.41,-0.48,-0.106,97.400002,3.64232,45.75
7/17/2019,13.97,34.939999,9.63,77.06,-0.48,-0.106,97.220001,3.64232,9.555
7/18/2019,13.53,33.07,50.56,61.63,-0.48,-0.106,96.790001,3.64232,46.17
7/19/2019,14.45,34.84,43.29,61.84,-0.48,0.1013,97.150002,3.64232,25.725
7/22/2019,13.53,33.630001,32.95,75.32,-0.48,0.1013,97.260002,3.64232,39.015
7/23/2019,12.61,32.25,35.99,114.24,-0.48,0.1013,97.709999,3.64232,60.615
7/24/2019,12.07,32.860001,18.2,79.72,-0.48,0.1013,97.730003,3.64232,36.795
7/25/2019,12.74,31.950001,48.54,40.68,-0.48,0.1013,97.82,3.64232,34.545
7/26/2019,12.16,32.290001,31.53,116.11,-0.48,-0.0037,98.010002,3.64232,38.205
7/29/2019,12.83,31.629999,32.62,86.97,-0.48,-0.0037,98.040001,3.64232,29.715
7/30/2019,13.94,30.07,158.4,139.24,-0.48,-0.0037,98.050003,3.64232,37.785
7/31/2019,16.12,30.77,55.95,103.01,-0.46,-0.0037,98.519997,3.64232,78.69
8/1/2019,17.87,36.43,59.15,150.2,-0.46,-0.0037,98.389999,3.51938,102.03
8/2/2019,17.61,35.560001,132.1,117.41,-0.46,0.2713,98.099998,3.51938,56.535
8/5/2019,24.59,37.040001,108.98,83.03,-0.46,0.2713,97.5,3.51938,51.375
8/6/2019,20.17,36.43,150.97,84.05,-0.46,0.2713,97.629997,3.51938,76.365
8/7/2019,19.49,38.099998,154.94,92.22,-0.46,0.2713,97.540001,3.51938,84.69
8/8/2019,16.91,35.98,98.17,93.48,-0.46,0.2713,97.620003,3.51938,81.705
8/9/2019,17.97,35.139999,99.18,92.35,-0.46,0.9217,97.489998,3.51938,71.925
8/12/2019,21.09,34.43,166.56,109.59,-0.46,0.9217,97.379997,3.51938,84.975
8/13/2019,17.52,33.189999,115.01,70.1,-0.46,0.9217,97.809998,3.51938,83.565
8/14/2019,22.1,35.830002,195.01,133.71,-0.46,0.9217,97.989998,3.51938,102.555
8/15/2019,21.18,36.200001,330.15,144.25,-0.46,0.9217,98.139999,3.51938,79.92
8/16/2019,18.47,35.02,359.75,105.71,-0.46,0.828,98.139999,3.51938,82.56
8/19/2019,16.88,32.990002,91.26,144.84,-0.46,0.828,98.349998,3.51938,81.63
8/20/2019,17.5,32.34,52.8,229.29,-0.46,0.828,98.190002,3.51938,58.83
8/21/2019,15.8,32.389999,36.08,278.29,-0.46,0.828,98.300003,3.51938,45.75
8/22/2019,16.68,32.389999,112.72,186.06,-0.46,0.828,98.169998,3.51938,45.75
8/23/2019,19.87,35.200001,81.83,268.83,-0.46,0.4461,97.639999,3.51938,45.75
8/26/2019,19.32,35.419998,45.88,267.98,-0.46,0.4461,98.080002,3.51938,45.75
8/27/2019,20.31,33.73,133.31,173.5,-0.46,0.4461,98,3.51938,45.75
8/28/2019,19.35,32.720001,110.05,132.75,-0.46,0.4461,98.209999,3.51938,45.75
8/29/2019,17.88,31.82,131.59,100.25,-0.46,0.4461,98.510002,3.51938,45.75
8/30/2019,18.98,32.16,254.72,116.43,-0.46,0.4775,98.919998,3.51938,45.75
9/3/2019,19.66,35.73,125.51,95.61,-0.32,0.4775,98.949997,3.45466,45.75
9/4/2019,17.33,34.560001,102.21,92.02,-0.32,0.4775,98.449997,3.45466,45.75
9/5/2019,16.27,33.5,27.98,106.57,-0.32,0.4775,98.410004,3.45466,45.75
9/6/2019,15,33.209999,68.53,130.51,-0.32,0.3427,98.389999,3.45466,45.75
9/9/2019,15.27,33.279999,14.4,65.84,-0.32,0.3427,98.279999,3.45466,45.75
9/10/2019,15.2,33.549999,22.62,64.63,-0.32,0.3427,98.330002,3.45466,45.75
9/11/2019,14.61,34.939999,81.34,58.52,-0.32,0.3427,98.650002,3.45466,45.75
9/12/2019,14.22,35.580002,65.85,100.33,-0.32,0.3427,98.309998,3.45466,45.75
9/13/2019,13.74,35.48,80.21,103.12,-0.32,-0.0636,98.260002,3.45466,45.75
9/16/2019,14.67,48.580002,88.26,67.24,-0.32,-0.0636,98.650002,3.45466,45.75
9/17/2019,14.44,44.889999,10.39,79.18,-0.32,-0.0636,98.260002,3.45466,9.555
9/18/2019,13.95,40.439999,36.33,72.64,-0.32,-0.0636,98.599998,3.45466,46.17
9/19/2019,14.05,41.150002,121.3,184.82,-0.32,-0.0636,98.269997,3.45466,25.725
9/20/2019,15.32,38.990002,69.51,98.34,-0.32,0.2394,98.510002,3.45466,39.015
9/23/2019,14.91,39.060001,14.13,134.52,-0.32,0.2394,98.599998,3.45466,60.615
9/24/2019,17.05,38.740002,67.27,120.81,-0.32,0.2394,98.339996,3.45466,36.795
9/25/2019,15.96,38.369999,99.58,144.83,-0.32,0.2394,99.040001,3.45466,34.545
9/26/2019,16.07,37.52,64.93,60.07,-0.32,0.2394,99.209999,3.45466,38.205
9/27/2019,17.22,38.900002,37.98,101.26,-0.32,0.6468,99.110001,3.45466,29.715
9/30/2019,16.24,38.75,28.25,113,0.13,0.6468,99.379997,3.45466,37.785
10/1/2019,18.56,38.880001,74.75,65.08,0.13,0.6468,99.129997,3.51416,78.69
10/2/2019,20.56,39.619999,36.1,92.82,0.13,0.6468,99.040001,3.51416,102.03
10/3/2019,19.12,40.400002,96.11,46.59,0.13,0.6468,98.860001,3.51416,56.535
10/4/2019,17.04,39.310001,198.3,105.75,0.13,0.9175,98.809998,3.51416,51.375
10/7/2019,17.86,39.419998,144.46,137.56,0.13,0.9175,98.989998,3.51416,76.365
10/8/2019,20.28,39.490002,97.67,165.35,0.13,0.9175,99.139999,3.51416,84.69
10/9/2019,18.64,38,51.88,62.58,0.13,0.9175,99.120003,3.51416,81.705
10/10/2019,17.57,39.52,138.91,119.93,0.13,0.9175,98.709999,3.51416,71.925
10/11/2019,15.58,39.650002,19.2,95.08,0.13,0.6342,98.300003,3.51416,84.975
10/14/2019,14.57,40.209999,47.49,108.55,0.13,0.6342,98.449997,3.51416,83.565
10/15/2019,13.54,39.470001,22.33,68.05,0.13,0.6342,98.290001,3.51416,102.555
10/16/2019,13.68,39.470001,35.41,114.65,0.13,0.6342,98.010002,3.51416,79.92
10/17/2019,13.79,37.709999,54.89,156.8,0.13,0.6342,97.610001,3.51416,82.56
10/18/2019,14.25,36.43,9.89,64.05,0.13,0.2686,97.279999,3.51416,81.63
10/21/2019,14,36.66,13.78,57.74,0.13,0.2686,97.330002,3.51416,58.83
10/22/2019,14.46,35.52,22.18,42.25,0.13,0.2686,97.529999,3.51416,45.75
10/23/2019,14.01,35.66,61.28,80.02,0.13,0.2686,97.470001,3.51416,45.75
10/24/2019,13.71,35.950001,121.66,56.27,0.13,0.2686,97.629997,3.51416,45.75
10/25/2019,12.65,34.639999,59.4,67.88,0.13,0.3219,97.830002,3.51416,45.75
10/28/2019,13.11,35.639999,15.2,28.94,0.13,0.3219,97.760002,3.51416,45.75
10/29/2019,13.2,35.700001,45.44,134.13,0.13,0.3219,97.690002,3.51416,45.75
10/30/2019,12.33,34.360001,61.88,111.12,0.13,0.3219,97.650002,3.51416,45.75
10/31/2019,13.22,35.84,119.71,133.29,0.05,0.3219,97.349998,3.51416,45.75
11/1/2019,12.3,34.369999,30.75,35.14,0.05,0.4106,97.239998,4.06164,45.75
11/4/2019,12.83,35.630001,70.94,75.66,0.05,0.4106,97.510002,4.06164,45.75
11/5/2019,13.1,33.77,53.08,129.4,0.05,0.4106,97.980003,4.06164,45.75
11/6/2019,12.62,33.220001,36.58,48.77,0.05,0.4106,97.949997,4.06164,45.75
11/7/2019,12.73,31.450001,93.74,67.84,0.05,0.4106,98.139999,4.06164,45.75
11/8/2019,12.07,31.450001,91.24,127.43,0.05,0.3034,98.349998,4.06164,45.75
11/11/2019,12.69,34.220001,42.16,101.72,0.05,0.3034,98.199997,4.06164,45.75
11/12/2019,12.68,33.740002,94.06,89.57,0.05,0.3034,98.309998,4.06164,45.75
11/13/2019,13,35.150002,36.2,106.88,0.05,0.3034,98.370003,4.06164,45.75
11/14/2019,13.05,33.939999,9.41,53.75,0.05,0.3034,98.160004,4.06164,9.555
11/15/2019,12.05,32.419998,19.87,56.77,0.05,0.2521,98,4.06164,46.17
11/18/2019,12.46,33.68,78.16,19.85,0.05,0.2521,97.790001,4.06164,25.725
11/19/2019,12.86,32.939999,10.87,33.14,0.05,0.2521,97.860001,4.06164,39.015
11/20/2019,12.78,32.200001,28.03,46.27,0.05,0.2521,97.93,4.06164,60.615
11/21/2019,13.13,31.59,19.01,65.17,0.05,0.2521,97.989998,4.06164,36.795
11/22/2019,12.34,32.380001,10.01,83.86,0.05,0.3051,98.269997,4.06164,34.545
11/25/2019,11.87,31.9,15.44,41.17,0.05,0.3051,98.32,4.06164,38.205
11/26/2019,11.54,31.25,10.93,37.49,0.05,0.3051,98.25,4.06164,29.715
11/27/2019,11.75,30.82,29.28,37.18,0.05,0.3051,98.410004,4.06164,37.785
11/29/2019,12.62,36.73,12.83,122.19,0.05,0.0425,98.269997,4.06164,78.69
12/2/2019,14.91,34.970001,32.27,86.08,0.12,0.0425,97.860001,4.52344,102.03
12/3/2019,15.96,35.049999,22.73,69.28,0.12,0.0425,97.739998,4.52344,56.535
12/4/2019,14.8,32.209999,53.21,64.18,0.12,0.0425,97.650002,4.52344,51.375
12/5/2019,14.52,30.41,9.68,36.86,0.12,0.0425,97.410004,4.52344,76.365
12/6/2019,13.62,30.02,50.57,134.85,0.12,0.1313,97.699997,4.52344,84.69
12/9/2019,15.86,30.02,108.72,130.15,0.12,0.1313,97.639999,4.52344,81.705
12/10/2019,15.68,27.940001,34.64,189.13,0.12,0.1313,97.410004,4.52344,71.925
12/11/2019,14.99,27.809999,28.41,111.83,0.12,0.1313,97.160004,4.52344,84.975
12/12/2019,13.94,27.440001,65.49,99.79,0.12,0.1313,97.400002,4.52344,83.565
12/13/2019,12.63,26.76,140.27,164.4,0.12,-0.1276,97.169998,4.52344,102.555
12/16/2019,12.14,26.51,32.18,79.66,0.12,-0.1276,97.07,4.52344,79.92
12/17/2019,12.29,26.33,156.8,140.79,0.12,-0.1276,97.209999,4.52344,82.56
12/18/2019,12.58,26.77,47.19,89.87,0.12,-0.1276,97.410004,4.52344,81.63
12/19/2019,12.5,24.799999,19.49,70.52,0.12,-0.1276,97.419998,4.52344,58.83
12/20/2019,12.51,25.540001,43.7,141.48,0.12,-0.3679,97.709999,4.52344,45.75
12/23/2019,12.61,25.110001,16.18,110.91,0.12,-0.3679,97.660004,4.52344,45.75
12/24/2019,12.67,25.459999,14.16,97.08,0.12,-0.3679,97.650002,4.52344,45.75
12/26/2019,12.65,24.08,51.04,106.92,0.12,-0.3679,97.589996,4.52344,45.75
12/27/2019,13.43,25.16,111.94,127.92,0.12,-0.2547,96.919998,4.52344,45.75
12/30/2019,14.82,25.860001,99.74,101.31,0.12,-0.2547,96.739998,4.52344,45.75
12/31/2019,13.78,28.299999,92.54,105.75,0.01,-0.2547,96.389999,4.52344,45.75
1/2/2020,12.47,28.75,109.58,139.13,0.01,-0.2547,96.849998,4.92098,45.75
1/3/2020,14.02,31.92,68.11,108.1,0.01,-0.2331,96.839996,4.92098,45.75
1/6/2020,13.85,32.32,101.33,147.96,0.01,-0.2331,96.669998,4.92098,45.75
1/7/2020,13.79,31.799999,94.95,103.98,0.01,-0.2331,96.980003,4.92098,45.75
1/8/2020,13.45,32.599998,105.29,91.15,0.01,-0.2331,97.300003,4.92098,45.75
1/9/2020,12.54,33.220001,29.81,71.92,0.01,-0.2331,97.449997,4.92098,45.75
1/10/2020,12.56,30.379999,10.3,74.58,0.01,-0.315,97.360001,4.92098,45.75
1/13/2020,12.32,34.25,62.42,124.82,0.01,-0.315,97.349998,4.92098,45.75
1/14/2020,12.39,33.619999,68.85,109.27,0.01,-0.315,97.370003,4.92098,45.75
1/15/2020,12.42,33.380001,111.13,98.77,0.01,-0.315,97.230003,4.92098,45.75
1/16/2020,12.32,29.790001,40.2,88.05,0.01,-0.315,97.32,4.92098,45.75
1/17/2020,12.1,28.6,53.72,77.76,0.01,-0.4946,97.610001,4.92098,9.555
1/21/2020,12.85,27.66,12.1,87.56,0.01,-0.4946,97.529999,4.92098,46.17
1/22/2020,12.91,30.700001,19.3,77.19,0.01,-0.4946,97.529999,4.92098,25.725
1/23/2020,12.98,31.950001,58.59,70.67,0.01,-0.4946,97.690002,4.92098,39.015
1/24/2020,14.56,34.549999,42.43,48.48,0.01,-0.3315,97.849998,4.92098,60.615
1/27/2020,18.23,37.720001,102.15,22.25,0.01,-0.3315,97.959999,4.92098,36.795
1/28/2020,16.28,36.419998,177.55,94.68,0.01,-0.3315,98.019997,4.92098,34.545
1/29/2020,16.39,35.73,46.53,88.62,0.01,-0.3315,97.989998,4.92098,38.205
1/30/2020,15.49,37.490002,137.4,142.05,0.01,-0.3315,97.870003,4.92098,29.715
1/31/2020,18.84,40.349998,248.36,122.2,0.05,0.004,97.389999,4.92098,37.785
2/3/2020,17.97,41.810001,108.64,124.15,0.05,0.004,97.800003,4.63942,78.69
2/4/2020,16.05,39.439999,70.54,111.96,0.05,0.004,97.959999,4.63942,102.03
2/5/2020,15.15,37.880001,92.92,84.94,0.05,0.004,98.269997,4.63942,56.535
2/6/2020,14.96,36.439999,58.53,81.75,0.05,0.004,98.5,4.63942,51.375
2/7/2020,15.47,37.509998,53.44,130.27,0.05,-0.3996,98.68,4.63942,76.365
2/10/2020,15.04,39.009998,61.57,111.39,0.05,-0.3996,98.830002,4.63942,84.69
2/11/2020,15.18,37.52,34.36,152.71,0.05,-0.3996,98.720001,4.63942,81.705
2/12/2020,13.74,35.580002,63.33,79.26,0.05,-0.3996,99.050003,4.63942,71.925
2/13/2020,14.15,35.84,39.25,82.23,0.05,-0.3996,99.07,4.63942,84.975
2/14/2020,13.68,35.93,52.49,71.98,0.05,-0.4577,99.120003,4.63942,83.565
2/18/2020,14.83,33.470001,35.85,77.38,0.05,-0.4577,99.459999,4.63942,102.555
2/19/2020,14.38,32.27,101.92,56.47,0.05,-0.4577,99.599998,4.63942,79.92
2/20/2020,15.56,33.16,77.78,103.7,0.05,-0.4577,99.870003,4.63942,82.56
2/21/2020,17.08,35.869999,82.92,106.59,0.05,-0.2826,99.260002,4.63942,81.63
2/24/2020,25.03,39.529999,93.18,88.73,0.05,-0.2826,99.290001,4.63942,58.83
2/25/2020,27.85,42.5,388.12,147.84,0.05,-0.2826,98.970001,4.63942,45.75
2/26/2020,27.56,43.400002,109.69,97.49,0.05,-0.2826,99,4.63942,45.75
2/27/2020,39.16,49.419998,212.21,106.55,0.05,-0.2826,98.440002,4.63942,45.75
2/28/2020,40.11,51.25,360.14,172.45,0.05,1.0784,98.129997,4.63942,45.75
3/2/2020,33.42,48.330002,201.53,153.53,1.13,1.0784,97.360001,3.06128,45.75
3/3/2020,36.82,50.799999,325.54,132.55,1.13,1.0784,97.150002,3.06128,45.75
3/4/2020,31.99,50.59,323.56,197.2,1.13,1.0784,97.339996,3.06128,45.75
3/5/2020,39.62,52.580002,197.17,118.02,1.13,1.0784,96.82,3.06128,45.75
3/6/2020,41.94,65.019997,255.77,132.5,1.13,2.4611,95.949997,3.06128,45.75
3/9/2020,54.46,115.919998,509.19,276.24,1.13,2.4611,94.900002,3.06128,45.75
3/10/2020,47.3,92.93,822.47,296.12,1.13,2.4611,96.410004,3.06128,45.75
3/11/2020,53.9,105.25,357.24,234.73,1.13,2.4611,96.510002,3.06128,45.75
3/12/2020,75.47,123.449997,321.78,187.08,1.13,2.4611,97.470001,3.06128,45.75
3/13/2020,57.83,118.480003,409.89,330.85,1.13,4.7858,98.75,3.06128,45.75
3/16/2020,82.69,128.5,453.25,323.71,1.13,4.7858,98.089996,3.06128,45.75
3/17/2020,75.91,133.320007,623.11,378.92,1.13,4.7858,99.580002,3.06128,45.75
3/18/2020,76.45,166.789993,494.46,455.45,1.13,4.7858,101.160004,3.06128,45.75
3/19/2020,72,164.059998,621.34,514.67,1.13,4.7858,102.760002,3.06128,9.555
3/20/2020,66.04,190.080002,939.58,633.51,1.13,6.2906,102.82,3.06128,46.17
3/23/2020,61.59,185.679993,491.15,572.94,1.13,6.2906,102.489998,3.06128,25.725
3/24/2020,61.67,170.860001,358.79,596.78,1.13,6.2906,101.739998,3.06128,39.015
3/25/2020,63.95,144.029999,435.62,449.86,1.13,6.2906,101.050003,3.06128,60.615
3/26/2020,61,150.059998,712.53,670.3,1.13,6.2906,99.419998,3.06128,36.795
3/27/2020,65.54,175.880005,396.87,557.18,1.13,5.7174,98.370003,3.06128,34.545
3/30/2020,57.08,174.220001,183.67,361.46,1.13,5.7174,99.18,3.06128,38.205
3/31/2020,53.54,170.550003,286.15,516.55,2.51,5.7174,99.050003,3.06128,29.715
4/1/2020,57.06,158.979996,370.87,474.81,2.51,5.7174,99.669998,0.72972,37.785
4/2/2020,50.91,162.649994,393.89,738.02,2.51,5.7174,100.18,0.72972,78.69
4/3/2020,46.8,141.679993,207.65,540.5,2.51,3.2012,100.580002,0.72972,102.03
4/6/2020,45.24,144.190002,364.22,605.38,2.51,3.2012,100.690002,0.72972,56.535
4/7/2020,46.7,139.130005,463.95,468.08,2.51,3.2012,99.980003,0.72972,51.375
4/8/2020,43.35,141.460007,285.79,524.13,2.51,3.2012,100.120003,0.72972,76.365
4/9/2020,41.67,129.880005,203.41,417.54,2.51,3.2012,99.519997,0.72972,84.69
4/13/2020,41.17,114.440002,311.21,638.81,2.51,2.4721,99.349998,0.72972,81.705
4/14/2020,37.76,115.480003,178.24,441.32,2.51,2.4721,98.889999,0.72972,71.925
4/15/2020,40.84,120.379997,179.98,455.68,2.51,2.4721,99.459999,0.72972,84.975
4/16/2020,40.11,115.099998,173.1,505.52,2.51,2.4721,100.029999,0.72972,83.565
4/17/2020,38.15,95.910004,240.98,573.7,2.51,1.8984,99.779999,0.72972,102.555
4/20/2020,43.83,226.130005,241.9,618.66,2.51,1.8984,99.959999,0.72972,79.92
4/21/2020,45.41,325.149994,270.74,599.13,2.51,1.8984,100.260002,0.72972,82.56
4/22/2020,41.98,236.800003,211.44,511.42,2.51,1.8984,100.389999,0.72972,81.63
4/23/2020,41.38,211,314.33,505.54,2.51,1.8984,100.43,0.72972,58.83
4/24/2020,35.93,173.529999,212.75,562.5,2.51,2.4999,100.379997,0.72972,45.75
4/27/2020,33.29,185.470001,544.81,642.66,2.51,2.4999,100.040001,0.72972,45.75
4/28/2020,33.57,198.770004,406.83,479.89,2.51,2.4999,99.870003,0.72972,45.75
4/29/2020,31.23,195.589996,215.48,439.11,2.51,2.4999,99.57,0.72972,45.75
4/30/2020,34.15,104.980003,297.41,440.07,3.19,2.4999,99.019997,0.72972,45.75
5/1/2020,37.19,110.18,199.13,516.72,3.19,1.5635,98.800003,0.48488,45.75
5/4/2020,35.97,97.419998,242.89,449.38,3.19,1.5635,99.480003,0.48488,45.75
5/5/2020,33.61,97.269997,222.51,807.66,3.19,1.5635,99.709999,0.48488,45.75
5/6/2020,34.12,115.389999,143.03,498.71,3.19,1.5635,100.089996,0.48488,45.75
5/7/2020,31.44,110.620003,322.31,504.24,3.19,1.5635,99.889999,0.48488,45.75
5/8/2020,27.98,98.699997,135.65,488.53,3.19,1.3938,99.730003,0.48488,45.75
5/11/2020,27.57,109.720001,377.59,527.36,3.19,1.3938,100.239998,0.48488,45.75
5/12/2020,33.04,86.860001,156.51,442.15,3.19,1.3938,99.93,0.48488,45.75
5/13/2020,35.28,82.830002,176.04,553.21,3.19,1.3938,100.239998,0.48488,45.75
5/14/2020,32.61,80.050003,241.45,508.02,3.19,1.3938,100.470001,0.48488,45.75
5/15/2020,31.89,76.389999,190.15,374.22,3.19,1.3188,100.400002,0.48488,45.75
5/18/2020,29.3,76.139999,268.63,511.62,3.19,1.3188,99.669998,0.48488,45.75
5/19/2020,30.53,73.220001,251.24,363.66,3.19,1.3188,99.370003,0.48488,45.75
5/20/2020,27.99,73.620003,301.2,420.68,3.19,1.3188,99.120003,0.48488,9.555
5/21/2020,29.53,89.059998,34.27,361.11,3.19,1.3188,99.370003,0.48488,46.17
5/22/2020,28.16,84.980003,150.51,418.96,3.19,0.7225,99.860001,0.48488,25.725
5/26/2020,28.01,75.470001,124.61,389.21,3.19,0.7225,98.910004,0.48488,39.015
5/27/2020,27.62,73.889999,267.67,355.1,3.19,0.7225,99.059998,0.48488,60.615
5/28/2020,28.59,72.980003,132.94,421.99,3.19,0.7225,98.379997,0.48488,36.795
5/29/2020,27.51,69.230003,106.19,426.28,3.19,0.3253,98.339996,0.48488,34.545
6/1/2020,28.23,64.379997,35.02,226.8,2.65,0.3253,97.830002,1.45362,38.205
6/2/2020,26.84,64.709999,60.54,257.49,2.65,0.3253,97.669998,1.45362,29.715
6/3/2020,25.66,65.730003,91.94,287.17,2.65,0.3253,97.279999,1.45362,37.785
6/4/2020,25.81,65.129997,21.68,231.24,2.65,0.3253,96.68,1.45362,78.69
6/5/2020,24.52,64.199997,242.01,235.07,2.65,-0.0923,96.940002,1.45362,102.03
6/8/2020,25.81,67.239998,223.07,318.64,2.65,-0.0923,96.620003,1.45362,56.535
6/9/2020,27.57,67.760002,181.38,191.32,2.65,-0.0923,96.32,1.45362,51.375
6/10/2020,27.57,63.060001,100.37,237.88,2.65,-0.0923,95.959999,1.45362,76.365
6/11/2020,40.79,69.959999,286.11,317.86,2.65,-0.0923,96.730003,1.45362,84.69
6/12/2020,36.09,70.220001,243.69,293.12,2.65,0.2427,97.32,1.45362,81.705
6/15/2020,34.4,68.110001,262.83,300.34,2.65,0.2427,96.68,1.45362,71.925
6/16/2020,33.67,66.629997,338.43,319.69,2.65,0.2427,96.959999,1.45362,84.975
6/17/2020,33.47,61.450001,178.47,348.4,2.65,0.2427,97.160004,1.45362,83.565
6/18/2020,32.94,61.349998,60.56,322.96,2.65,0.2427,97.419998,1.45362,102.555
6/19/2020,35.12,58.73,104.01,450.64,2.65,0.3966,97.620003,1.45362,79.92
6/22/2020,31.77,56.759998,208.2,259.55,2.65,0.3966,97.040001,1.45362,82.56
6/23/2020,31.37,58.830002,111.95,309.15,2.65,0.3966,96.690002,1.45362,81.63
6/24/2020,33.84,64.959999,90.63,224.4,2.65,0.3966,97.150002,1.45362,58.83
