31-Jan-1998,-0.94
28-Feb-1998,-0.44
31-Mar-1998,-0.08
30-Apr-1998,-0.12
31-May-1998,-0.49
30-Jun-1998,-0.81
31-Jul-1998,-0.92
31-Aug-1998,-0.93
30-Sep-1998,-0.92
31-Oct-1998,-0.76
30-Nov-1998,-0.82
31-Dec-1998,-0.56
31-Jan-1999,-0.26
28-Feb-1999,-0.06
31-Mar-1999,-0.35
30-Apr-1999,-0.33
31-May-1999,-0.36
30-Jun-1999,-0.42
31-Jul-1999,-0.61
31-Aug-1999,-0.49
30-Sep-1999,-0.33
31-Oct-1999,-0.12
30-Nov-1999,-0.09
31-Dec-1999,-0.02
31-Jan-2000,-0.47
29-Feb-2000,-0.34
31-Mar-2000,-0.25
30-Apr-2000,0.09
31-May-2000,0.18
30-Jun-2000,-0.10
31-Jul-2000,-0.11
31-Aug-2000,-0.08
30-Sep-2000,-0.19
31-Oct-2000,-0.66
30-Nov-2000,-0.92
31-Dec-2000,-1.12
31-Jan-2001,-1.14
28-Feb-2001,-0.95
31-Mar-2001,-0.96
30-Apr-2001,-1.18
31-May-2001,-1.26
30-Jun-2001,-0.81
31-Jul-2001,-0.85
31-Aug-2001,-0.73
30-Sep-2001,-0.63
31-Oct-2001,-1.13
30-Nov-2001,-1.23
31-Dec-2001,-1.01
31-Jan-2002,-0.89
28-Feb-2002,-0.41
31-Mar-2002,-0.43
30-Apr-2002,-0.48
31-May-2002,-0.25
30-Jun-2002,-0.47
31-Jul-2002,-0.86
31-Aug-2002,-0.96
30-Sep-2002,-0.93
31-Oct-2002,-1.13
30-Nov-2002,-0.77
31-Dec-2002,-0.56
31-Jan-2003,-0.49
28-Feb-2003,-0.38
31-Mar-2003,-0.25
30-Apr-2003,-0.50
31-May-2003,-0.21
30-Jun-2003,-0.21
31-Jul-2003,-0.11
31-Aug-2003,-0.16
30-Sep-2003,-0.07
31-Oct-2003,-0.31
30-Nov-2003,-0.32
31-Dec-2003,-0.27
31-Jan-2004,-0.38
29-Feb-2004,-0.27
31-Mar-2004,0.07
30-Apr-2004,0.48
31-May-2004,0.49
30-Jun-2004,0.44
31-Jul-2004,-0.32
31-Aug-2004,0.22
30-Sep-2004,-0.03
31-Oct-2004,-0.57
30-Nov-2004,0.01
31-Dec-2004,0.18
31-Jan-2005,-0.13
28-Feb-2005,-0.24
31-Mar-2005,-0.32
30-Apr-2005,-1.37
31-May-2005,-1.11
30-Jun-2005,-0.97
31-Jul-2005,-1.01
31-Aug-2005,-0.75
30-Sep-2005,-0.04
31-Oct-2005,-0.08
30-Nov-2005,-0.69
31-Dec-2005,-0.72
31-Jan-2006,-0.41
28-Feb-2006,-0.67
31-Mar-2006,-0.45
30-Apr-2006,0.03
31-May-2006,0.10
30-Jun-2006,0.07
31-Jul-2006,-0.14
31-Aug-2006,0.08
30-Sep-2006,-0.53
31-Oct-2006,-0.40
30-Nov-2006,-0.19
31-Dec-2006,-0.44
31-Jan-2007,-0.84
28-Feb-2007,-0.72
31-Mar-2007,-0.50
30-Apr-2007,-0.75
31-May-2007,-0.30
30-Jun-2007,-0.37
31-Jul-2007,-0.40
31-Aug-2007,-0.06
30-Sep-2007,-0.08
31-Oct-2007,-0.65
30-Nov-2007,-0.45
31-Dec-2007,-0.17
31-Jan-2008,-0.34
29-Feb-2008,0.40
31-Mar-2008,0.16
30-Apr-2008,0.12
31-May-2008,-0.11
30-Jun-2008,0.25
31-Jul-2008,0.99
31-Aug-2008,0.25
30-Sep-2008,-0.57
31-Oct-2008,-1.08
30-Nov-2008,-1.56
31-Dec-2008,-0.66
31-Jan-2009,-0.47
28-Feb-2009,-0.62
31-Mar-2009,-0.03
30-Apr-2009,0.68
31-May-2009,0.19
30-Jun-2009,-0.66
31-Jul-2009,-0.88
31-Aug-2009,-1.17
30-Sep-2009,-0.50
31-Oct-2009,-0.43
30-Nov-2009,-0.75
31-Dec-2009,-0.62
31-Jan-2010,-0.25
28-Feb-2010,-0.11
31-Mar-2010,0.41
30-Apr-2010,0.27
31-May-2010,0.39
30-Jun-2010,-0.05
31-Jul-2010,0.02
31-Aug-2010,0.39
30-Sep-2010,0.39
31-Oct-2010,0.73
30-Nov-2010,0.43
31-Dec-2010,0.70
31-Jan-2011,0.82
28-Feb-2011,0.40
31-Mar-2011,0.75
30-Apr-2011,1.56
31-May-2011,0.96
30-Jun-2011,0.22
31-Jul-2011,0.27
31-Aug-2011,-0.07
30-Sep-2011,-0.57
31-Oct-2011,-0.39
30-Nov-2011,0.13
31-Dec-2011,-0.06
31-Jan-2012,0.34
29-Feb-2012,-0.04
31-Mar-2012,-0.40
30-Apr-2012,-0.30
31-May-2012,-0.70
30-Jun-2012,-0.67
31-Jul-2012,-0.68
31-Aug-2012,-0.13
30-Sep-2012,-0.23
31-Oct-2012,0.01
30-Nov-2012,-0.35
31-Dec-2012,-0.14
31-Jan-2013,-0.05
28-Feb-2013,-0.39
31-Mar-2013,-0.54
30-Apr-2013,-0.74
31-May-2013,-0.83
30-Jun-2013,-0.62
31-Jul-2013,-0.66
31-Aug-2013,-0.53
30-Sep-2013,-0.27
31-Oct-2013,-0.16
30-Nov-2013,-0.64
31-Dec-2013,-0.46
31-Jan-2014,-0.61
28-Feb-2014,-0.25
31-Mar-2014,-0.57
30-Apr-2014,-0.80
31-May-2014,-0.76
30-Jun-2014,-0.64
31-Jul-2014,-0.79
31-Aug-2014,-0.62
30-Sep-2014,-0.80
31-Oct-2014,-0.57
30-Nov-2014,-0.96
31-Dec-2014,-0.38
31-Jan-2015,-0.52
28-Feb-2015,-0.31
31-Mar-2015,-0.39
30-Apr-2015,-0.27
31-May-2015,-0.53
30-Jun-2015,-0.82
31-Jul-2015,-0.39
31-Aug-2015,-0.67
30-Sep-2015,-0.41
31-Oct-2015,-0.22
30-Nov-2015,-0.63
31-Dec-2015,-0.59
31-Jan-2016,-0.75
29-Feb-2016,-0.71
31-Mar-2016,-0.60
30-Apr-2016,-0.21
31-May-2016,-0.71
30-Jun-2016,-0.27
31-Jul-2016,-0.17
31-Aug-2016,0.11
30-Sep-2016,-0.28
31-Oct-2016,-0.04
30-Nov-2016,-0.30
31-Dec-2016,-0.23
31-Jan-2017,0.21
28-Feb-2017,0.23
31-Mar-2017,0.12
30-Apr-2017,0.05
31-May-2017,-0.08
30-Jun-2017,0.14
31-Jul-2017,0.16
31-Aug-2017,0.45
30-Sep-2017,0.56
31-Oct-2017,0.80
30-Nov-2017,0.87
31-Dec-2017,0.72
31-Jan-2018,0.60
28-Feb-2018,0.11
31-Mar-2018,0.48
30-Apr-2018,0.57
31-May-2018,0.37
30-Jun-2018,0.42
31-Jul-2018,0.42
31-Aug-2018,0.54
30-Sep-2018,0.48
31-Oct-2018,0.54
30-Nov-2018,0.45
31-Dec-2018,0.46
31-Jan-2019,0.54
28-Feb-2019,0.13
31-Mar-2019,0.20
30-Apr-2019,0.03
31-May-2019,-0.65
30-Jun-2019,-0.48
31-Jul-2019,-0.46
31-Aug-2019,-0.32
30-Sep-2019,0.13
31-Oct-2019,0.05
30-Nov-2019,0.12
31-Dec-2019,0.01
31-Jan-2020,0.05
29-Feb-2020,1.13
31-Mar-2020,2.51
30-Apr-2020,3.19
31-May-2020,2.65
30-Jun-2020,2.40
31-Jul-2020,2.80
31-Aug-2020,1.32
30-Sep-2020,0.60
31-Oct-2020,0.12
30-Nov-2020,0.70
31-Dec-2020,1.64
31-Jan-2021,1.42
28-Feb-2021,1.89
31-Mar-2021,2.18
30-Apr-2021,2.47
31-May-2021,2.96
30-Jun-2021,2.68
31-Jul-2021,2.95
31-Aug-2021,3.24
30-Sep-2021,3.25
31-Oct-2021,3.80
30-Nov-2021,4.24
31-Dec-2021,4.32
31-Jan-2022,3.65
28-Feb-2022,2.76
31-Mar-2022,2.78
30-Apr-2022,3.39
31-May-2022,2.59
30-Jun-2022,2.31
31-Jul-2022,1.84
